sample_id,d_DIM_0002,BEAM_TO_SURFACE_distance,BEAM_SURFACE_ALIGNMENT_delta_x,BEAM_SURFACE_ALIGNMENT_delta_y,BEAM_SURFACE_ALIGNMENT_delta_z,BEAM_SURFACE_ALIGNMENT_delta_rx,BEAM_SURFACE_ALIGNMENT_delta_ry,BEAM_SURFACE_ALIGNMENT_delta_rz,CENTER_TO_NORTH_EDGE_distance,CENTER_TO_EAST_EDGE_distance,NORTH_TO_SOUTH_TILT_delta_x,NORTH_TO_SOUTH_TILT_delta_y,NORTH_TO_SOUTH_TILT_delta_z,EAST_TO_WEST_TILT_delta_x,EAST_TO_WEST_TILT_delta_y,EAST_TO_WEST_TILT_delta_z
316,6.350232131871441,6.350232131871441,0.0,0.0,6.350232131871441,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
317,6.349478551661594,6.349478551661594,0.0,0.0,6.349478551661594,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
318,6.351169086300414,6.351169086300414,0.0,0.0,6.351169086300414,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
319,6.35139131400781,6.35139131400781,0.0,0.0,6.35139131400781,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
320,6.351099645419319,6.351099645419319,0.0,0.0,6.351099645419319,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
321,6.350240426629914,6.350240426629914,0.0,0.0,6.350240426629914,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
322,6.350112055258719,6.350112055258719,0.0,0.0,6.350112055258719,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
323,6.351189631891361,6.351189631891361,0.0,0.0,6.351189631891361,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
324,6.350645885324441,6.350645885324441,0.0,0.0,6.350645885324441,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
325,6.350408236308886,6.350408236308886,0.0,0.0,6.350408236308886,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
326,6.349738588283631,6.349738588283631,0.0,0.0,6.349738588283631,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
327,6.350152589857427,6.350152589857427,0.0,0.0,6.350152589857427,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
328,6.351147384862757,6.351147384862757,0.0,0.0,6.351147384862757,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
329,6.349098711406885,6.349098711406885,0.0,0.0,6.349098711406885,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
330,6.349410039438879,6.349410039438879,0.0,0.0,6.349410039438879,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
331,6.3503270248935735,6.3503270248935735,0.0,0.0,6.3503270248935735,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
332,6.350730550082324,6.350730550082324,0.0,0.0,6.350730550082324,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
333,6.350253344059956,6.350253344059956,0.0,0.0,6.350253344059956,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
334,6.349270479464191,6.349270479464191,0.0,0.0,6.349270479464191,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
335,6.349821040735149,6.349821040735149,0.0,0.0,6.349821040735149,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
336,6.350224490176341,6.350224490176341,0.0,0.0,6.350224490176341,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
337,6.34970844925983,6.34970844925983,0.0,0.0,6.34970844925983,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
338,6.350249861773298,6.350249861773298,0.0,0.0,6.350249861773298,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
339,6.348487602537072,6.348487602537072,0.0,0.0,6.348487602537072,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
340,6.349679580198563,6.349679580198563,0.0,0.0,6.349679580198563,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
341,6.349589960021883,6.349589960021883,0.0,0.0,6.349589960021883,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
342,6.349700212423858,6.349700212423858,0.0,0.0,6.349700212423858,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
343,6.349647461136668,6.349647461136668,0.0,0.0,6.349647461136668,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
344,6.350229499864758,6.350229499864758,0.0,0.0,6.350229499864758,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
345,6.349988443409766,6.349988443409766,0.0,0.0,6.349988443409766,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
346,6.349941270870944,6.349941270870944,0.0,0.0,6.349941270870944,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
347,6.350093540816348,6.350093540816348,0.0,0.0,6.350093540816348,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
348,6.349726995615053,6.349726995615053,0.0,0.0,6.349726995615053,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
349,6.350446621987986,6.350446621987986,0.0,0.0,6.350446621987986,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
350,6.349164248528409,6.349164248528409,0.0,0.0,6.349164248528409,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
351,6.348900441839517,6.348900441839517,0.0,0.0,6.348900441839517,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
352,6.350203097330908,6.350203097330908,0.0,0.0,6.350203097330908,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
353,6.350352266658688,6.350352266658688,0.0,0.0,6.350352266658688,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
354,6.350324056355498,6.350324056355498,0.0,0.0,6.350324056355498,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
355,6.3509283170850015,6.3509283170850015,0.0,0.0,6.3509283170850015,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
356,6.3493952618226155,6.3493952618226155,0.0,0.0,6.3493952618226155,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
357,6.349869728438422,6.349869728438422,0.0,0.0,6.349869728438422,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
358,6.350557529372955,6.350557529372955,0.0,0.0,6.350557529372955,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
359,6.349424258058118,6.349424258058118,0.0,0.0,6.349424258058118,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
360,6.350436495623178,6.350436495623178,0.0,0.0,6.350436495623178,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
361,6.349892623106579,6.349892623106579,0.0,0.0,6.349892623106579,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
362,6.351135502788577,6.351135502788577,0.0,0.0,6.351135502788577,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
363,6.350176059500955,6.350176059500955,0.0,0.0,6.350176059500955,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
364,6.3499393933995085,6.3499393933995085,0.0,0.0,6.3499393933995085,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
365,6.3495436462672314,6.3495436462672314,0.0,0.0,6.3495436462672314,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
366,6.348997431814422,6.348997431814422,0.0,0.0,6.348997431814422,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
367,6.351369772660964,6.351369772660964,0.0,0.0,6.351369772660964,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
368,6.3501951942897445,6.3501951942897445,0.0,0.0,6.3501951942897445,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
369,6.349632445228458,6.349632445228458,0.0,0.0,6.349632445228458,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
370,6.349917855667019,6.349917855667019,0.0,0.0,6.349917855667019,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
371,6.351458221555464,6.351458221555464,0.0,0.0,6.351458221555464,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
372,6.350246538356629,6.350246538356629,0.0,0.0,6.350246538356629,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
373,6.3501032711995355,6.3501032711995355,0.0,0.0,6.3501032711995355,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
374,6.3502481430998605,6.3502481430998605,0.0,0.0,6.3502481430998605,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
375,6.350690176539371,6.350690176539371,0.0,0.0,6.350690176539371,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
376,6.349859171797659,6.349859171797659,0.0,0.0,6.349859171797659,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
377,6.351332643543421,6.351332643543421,0.0,0.0,6.351332643543421,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
378,6.351192343225951,6.351192343225951,0.0,0.0,6.351192343225951,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
379,6.350420578623463,6.350420578623463,0.0,0.0,6.350420578623463,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
380,6.3504469141492175,6.3504469141492175,0.0,0.0,6.3504469141492175,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
381,6.35078773785155,6.35078773785155,0.0,0.0,6.35078773785155,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
382,6.350414345975735,6.350414345975735,0.0,0.0,6.350414345975735,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
383,6.350671056323438,6.350671056323438,0.0,0.0,6.350671056323438,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
384,6.350349656305968,6.350349656305968,0.0,0.0,6.350349656305968,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
385,6.348668711710789,6.348668711710789,0.0,0.0,6.348668711710789,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
386,6.350999236574108,6.350999236574108,0.0,0.0,6.350999236574108,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
387,6.349993242357661,6.349993242357661,0.0,0.0,6.349993242357661,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
388,6.350286196420105,6.350286196420105,0.0,0.0,6.350286196420105,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
389,6.350638465882066,6.350638465882066,0.0,0.0,6.350638465882066,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
390,6.349609205245285,6.349609205245285,0.0,0.0,6.349609205245285,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
391,6.348638610320056,6.348638610320056,0.0,0.0,6.348638610320056,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
392,6.350327540413361,6.350327540413361,0.0,0.0,6.350327540413361,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
393,6.350507951160102,6.350507951160102,0.0,0.0,6.350507951160102,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
394,6.35027800699496,6.35027800699496,0.0,0.0,6.35027800699496,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
395,6.349137714386955,6.349137714386955,0.0,0.0,6.349137714386955,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
396,6.349398143559616,6.349398143559616,0.0,0.0,6.349398143559616,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
397,6.349742942327246,6.349742942327246,0.0,0.0,6.349742942327246,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
398,6.349821816603023,6.349821816603023,0.0,0.0,6.349821816603023,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
399,6.350914180527498,6.350914180527498,0.0,0.0,6.350914180527498,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
400,6.349428243716235,6.349428243716235,0.0,0.0,6.349428243716235,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
401,6.349958808301686,6.349958808301686,0.0,0.0,6.349958808301686,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
402,6.350137654183214,6.350137654183214,0.0,0.0,6.350137654183214,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
403,6.34951128523969,6.34951128523969,0.0,0.0,6.34951128523969,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
404,6.349826329200176,6.349826329200176,0.0,0.0,6.349826329200176,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
405,6.350933789019575,6.350933789019575,0.0,0.0,6.350933789019575,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
406,6.35093086883219,6.35093086883219,0.0,0.0,6.35093086883219,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
407,6.350540869893156,6.350540869893156,0.0,0.0,6.350540869893156,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
408,6.350667806915149,6.350667806915149,0.0,0.0,6.350667806915149,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
409,6.349255951217271,6.349255951217271,0.0,0.0,6.349255951217271,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
410,6.350978905073992,6.350978905073992,0.0,0.0,6.350978905073992,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
411,6.349696405225639,6.349696405225639,0.0,0.0,6.349696405225639,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
412,6.349509653794981,6.349509653794981,0.0,0.0,6.349509653794981,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
413,6.35016842171855,6.35016842171855,0.0,0.0,6.35016842171855,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
414,6.3492197894561775,6.3492197894561775,0.0,0.0,6.3492197894561775,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
415,6.349527988426125,6.349527988426125,0.0,0.0,6.349527988426125,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
416,6.350275154949513,6.350275154949513,0.0,0.0,6.350275154949513,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
417,6.349105123353045,6.349105123353045,0.0,0.0,6.349105123353045,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
418,6.3505015968855085,6.3505015968855085,0.0,0.0,6.3505015968855085,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
419,6.349424117627748,6.349424117627748,0.0,0.0,6.349424117627748,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
420,6.349675006924931,6.349675006924931,0.0,0.0,6.349675006924931,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
421,6.350102029791147,6.350102029791147,0.0,0.0,6.350102029791147,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
422,6.349939953387579,6.349939953387579,0.0,0.0,6.349939953387579,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
423,6.349528141084745,6.349528141084745,0.0,0.0,6.349528141084745,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
424,6.349194035127936,6.349194035127936,0.0,0.0,6.349194035127936,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
425,6.349616186548798,6.349616186548798,0.0,0.0,6.349616186548798,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
426,6.351815970100555,6.351815970100555,0.0,0.0,6.351815970100555,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
427,6.349832611294334,6.349832611294334,0.0,0.0,6.349832611294334,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
428,6.348761923544738,6.348761923544738,0.0,0.0,6.348761923544738,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
429,6.34995953055132,6.34995953055132,0.0,0.0,6.34995953055132,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
430,6.350793225205503,6.350793225205503,0.0,0.0,6.350793225205503,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
431,6.349539242584957,6.349539242584957,0.0,0.0,6.349539242584957,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
432,6.350222610129596,6.350222610129596,0.0,0.0,6.350222610129596,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
433,6.3510064343436685,6.3510064343436685,0.0,0.0,6.3510064343436685,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
434,6.350905480381499,6.350905480381499,0.0,0.0,6.350905480381499,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
435,6.350220587996634,6.350220587996634,0.0,0.0,6.350220587996634,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
436,6.349950975082651,6.349950975082651,0.0,0.0,6.349950975082651,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
437,6.348093864369195,6.348093864369195,0.0,0.0,6.348093864369195,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
438,6.349125550744652,6.349125550744652,0.0,0.0,6.349125550744652,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
439,6.349644893725408,6.349644893725408,0.0,0.0,6.349644893725408,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
440,6.349819745905686,6.349819745905686,0.0,0.0,6.349819745905686,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
441,6.35017836150201,6.35017836150201,0.0,0.0,6.35017836150201,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
442,6.349573841745497,6.349573841745497,0.0,0.0,6.349573841745497,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
443,6.350029812120297,6.350029812120297,0.0,0.0,6.350029812120297,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
444,6.349011156279496,6.349011156279496,0.0,0.0,6.349011156279496,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
445,6.34995345932927,6.34995345932927,0.0,0.0,6.34995345932927,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
446,6.349536805003441,6.349536805003441,0.0,0.0,6.349536805003441,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
447,6.350180475350374,6.350180475350374,0.0,0.0,6.350180475350374,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
448,6.350462514175012,6.350462514175012,0.0,0.0,6.350462514175012,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
449,6.3505786853259325,6.3505786853259325,0.0,0.0,6.3505786853259325,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
450,6.349955892208952,6.349955892208952,0.0,0.0,6.349955892208952,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
451,6.350159875218216,6.350159875218216,0.0,0.0,6.350159875218216,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
452,6.34984172000054,6.34984172000054,0.0,0.0,6.34984172000054,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
453,6.350722954133162,6.350722954133162,0.0,0.0,6.350722954133162,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
454,6.349222424601309,6.349222424601309,0.0,0.0,6.349222424601309,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
455,6.349274334408357,6.349274334408357,0.0,0.0,6.349274334408357,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
456,6.34991543400772,6.34991543400772,0.0,0.0,6.34991543400772,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
457,6.349892133303285,6.349892133303285,0.0,0.0,6.349892133303285,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
458,6.350434748316414,6.350434748316414,0.0,0.0,6.350434748316414,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
459,6.351290193680189,6.351290193680189,0.0,0.0,6.351290193680189,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
460,6.349567335901594,6.349567335901594,0.0,0.0,6.349567335901594,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
461,6.350404088411069,6.350404088411069,0.0,0.0,6.350404088411069,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
462,6.349969808156774,6.349969808156774,0.0,0.0,6.349969808156774,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
463,6.348743149943864,6.348743149943864,0.0,0.0,6.348743149943864,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
464,6.349358116036063,6.349358116036063,0.0,0.0,6.349358116036063,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
465,6.350193456501967,6.350193456501967,0.0,0.0,6.350193456501967,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
466,6.351086431245777,6.351086431245777,0.0,0.0,6.351086431245777,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
467,6.350832296955913,6.350832296955913,0.0,0.0,6.350832296955913,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
468,6.3495985679577975,6.3495985679577975,0.0,0.0,6.3495985679577975,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
469,6.349672866349527,6.349672866349527,0.0,0.0,6.349672866349527,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
470,6.3492216944026625,6.3492216944026625,0.0,0.0,6.3492216944026625,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
471,6.3499050401362,6.3499050401362,0.0,0.0,6.3499050401362,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
472,6.351051783660151,6.351051783660151,0.0,0.0,6.351051783660151,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
473,6.350544305966891,6.350544305966891,0.0,0.0,6.350544305966891,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
474,6.349920794185131,6.349920794185131,0.0,0.0,6.349920794185131,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
475,6.3492157256082775,6.3492157256082775,0.0,0.0,6.3492157256082775,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
476,6.349460858800188,6.349460858800188,0.0,0.0,6.349460858800188,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
477,6.350164642354309,6.350164642354309,0.0,0.0,6.350164642354309,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
478,6.350916359008843,6.350916359008843,0.0,0.0,6.350916359008843,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
479,6.3502791667867795,6.3502791667867795,0.0,0.0,6.3502791667867795,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
480,6.350368790083205,6.350368790083205,0.0,0.0,6.350368790083205,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
481,6.350399887854527,6.350399887854527,0.0,0.0,6.350399887854527,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
482,6.350001231849979,6.350001231849979,0.0,0.0,6.350001231849979,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
483,6.3496887797853505,6.3496887797853505,0.0,0.0,6.3496887797853505,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
484,6.350603186791561,6.350603186791561,0.0,0.0,6.350603186791561,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
