sample_id,d_DIM_0002,BEAM_TO_SURFACE_distance,BEAM_SURFACE_ALIGNMENT_delta_x,BEAM_SURFACE_ALIGNMENT_delta_y,BEAM_SURFACE_ALIGNMENT_delta_z,BEAM_SURFACE_ALIGNMENT_delta_rx,BEAM_SURFACE_ALIGNMENT_delta_ry,BEAM_SURFACE_ALIGNMENT_delta_rz,CENTER_TO_NORTH_EDGE_distance,CENTER_TO_EAST_EDGE_distance,NORTH_TO_SOUTH_TILT_delta_x,NORTH_TO_SOUTH_TILT_delta_y,NORTH_TO_SOUTH_TILT_delta_z,EAST_TO_WEST_TILT_delta_x,EAST_TO_WEST_TILT_delta_y,EAST_TO_WEST_TILT_delta_z
147,6.349502827863186,6.349502827863186,0.0,0.0,6.349502827863186,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
148,6.35099057575372,6.35099057575372,0.0,0.0,6.35099057575372,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
149,6.3505455191132105,6.3505455191132105,0.0,0.0,6.3505455191132105,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
150,6.350244961255327,6.350244961255327,0.0,0.0,6.350244961255327,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
151,6.349553278221438,6.349553278221438,0.0,0.0,6.349553278221438,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
152,6.350305992278588,6.350305992278588,0.0,0.0,6.350305992278588,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
153,6.349560983685048,6.349560983685048,0.0,0.0,6.349560983685048,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
154,6.350250238213673,6.350250238213673,0.0,0.0,6.350250238213673,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
155,6.349849506546951,6.349849506546951,0.0,0.0,6.349849506546951,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
156,6.35084593819009,6.35084593819009,0.0,0.0,6.35084593819009,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
157,6.350607734997407,6.350607734997407,0.0,0.0,6.350607734997407,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
158,6.349858921649406,6.349858921649406,0.0,0.0,6.349858921649406,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
159,6.350847902766747,6.350847902766747,0.0,0.0,6.350847902766747,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
160,6.348921768576127,6.348921768576127,0.0,0.0,6.348921768576127,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
161,6.350436553308277,6.350436553308277,0.0,0.0,6.350436553308277,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
162,6.349716272992496,6.349716272992496,0.0,0.0,6.349716272992496,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
163,6.350683360796904,6.350683360796904,0.0,0.0,6.350683360796904,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
164,6.351077839317635,6.351077839317635,0.0,0.0,6.351077839317635,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
165,6.349883190847184,6.349883190847184,0.0,0.0,6.349883190847184,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
166,6.350905634336469,6.350905634336469,0.0,0.0,6.350905634336469,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
167,6.349769525080306,6.349769525080306,0.0,0.0,6.349769525080306,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
168,6.350221924094468,6.350221924094468,0.0,0.0,6.350221924094468,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
169,6.350005563403359,6.350005563403359,0.0,0.0,6.350005563403359,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
170,6.350684112588683,6.350684112588683,0.0,0.0,6.350684112588683,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
171,6.348210900406702,6.348210900406702,0.0,0.0,6.348210900406702,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
172,6.350226992647991,6.350226992647991,0.0,0.0,6.350226992647991,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
173,6.350706870923179,6.350706870923179,0.0,0.0,6.350706870923179,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
174,6.34989967399813,6.34989967399813,0.0,0.0,6.34989967399813,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
175,6.3496859961927425,6.3496859961927425,0.0,0.0,6.3496859961927425,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
176,6.349588838761092,6.349588838761092,0.0,0.0,6.349588838761092,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
177,6.348510699044869,6.348510699044869,0.0,0.0,6.348510699044869,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
178,6.350505208792576,6.350505208792576,0.0,0.0,6.350505208792576,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
179,6.3508924592871825,6.3508924592871825,0.0,0.0,6.3508924592871825,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
180,6.350431163084843,6.350431163084843,0.0,0.0,6.350431163084843,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
181,6.349803895467336,6.349803895467336,0.0,0.0,6.349803895467336,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
182,6.349823628050548,6.349823628050548,0.0,0.0,6.349823628050548,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
183,6.350702923667234,6.350702923667234,0.0,0.0,6.350702923667234,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
184,6.3494288438114665,6.3494288438114665,0.0,0.0,6.3494288438114665,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
185,6.349806700947851,6.349806700947851,0.0,0.0,6.349806700947851,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
186,6.35113312170592,6.35113312170592,0.0,0.0,6.35113312170592,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
187,6.349555144068643,6.349555144068643,0.0,0.0,6.349555144068643,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
188,6.350915664559252,6.350915664559252,0.0,0.0,6.350915664559252,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
189,6.350974003874184,6.350974003874184,0.0,0.0,6.350974003874184,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
190,6.351865075818331,6.351865075818331,0.0,0.0,6.351865075818331,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
191,6.349939980735854,6.349939980735854,0.0,0.0,6.349939980735854,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
192,6.3507750845466955,6.3507750845466955,0.0,0.0,6.3507750845466955,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
193,6.350178364053179,6.350178364053179,0.0,0.0,6.350178364053179,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
194,6.35083695360837,6.35083695360837,0.0,0.0,6.35083695360837,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
195,6.3495092577070125,6.3495092577070125,0.0,0.0,6.3495092577070125,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
196,6.349828619242179,6.349828619242179,0.0,0.0,6.349828619242179,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
197,6.349709692867203,6.349709692867203,0.0,0.0,6.349709692867203,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
198,6.349434224778671,6.349434224778671,0.0,0.0,6.349434224778671,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
199,6.349357379581932,6.349357379581932,0.0,0.0,6.349357379581932,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
200,6.349645830215595,6.349645830215595,0.0,0.0,6.349645830215595,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
201,6.349787160474288,6.349787160474288,0.0,0.0,6.349787160474288,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
202,6.349975372170887,6.349975372170887,0.0,0.0,6.349975372170887,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
203,6.350613084946504,6.350613084946504,0.0,0.0,6.350613084946504,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
204,6.349410744979191,6.349410744979191,0.0,0.0,6.349410744979191,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
205,6.349735955585716,6.349735955585716,0.0,0.0,6.349735955585716,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
206,6.349638642733815,6.349638642733815,0.0,0.0,6.349638642733815,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
207,6.348785057298632,6.348785057298632,0.0,0.0,6.348785057298632,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
208,6.349578360796074,6.349578360796074,0.0,0.0,6.349578360796074,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
209,6.3498354169264895,6.3498354169264895,0.0,0.0,6.3498354169264895,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
210,6.350888850687603,6.350888850687603,0.0,0.0,6.350888850687603,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
211,6.350471391617018,6.350471391617018,0.0,0.0,6.350471391617018,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
212,6.350151111866564,6.350151111866564,0.0,0.0,6.350151111866564,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
213,6.350369065778677,6.350369065778677,0.0,0.0,6.350369065778677,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
214,6.350665882841862,6.350665882841862,0.0,0.0,6.350665882841862,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
215,6.349448486214505,6.349448486214505,0.0,0.0,6.349448486214505,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
216,6.350280429974882,6.350280429974882,0.0,0.0,6.350280429974882,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
217,6.350142675596554,6.350142675596554,0.0,0.0,6.350142675596554,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
218,6.349957108859985,6.349957108859985,0.0,0.0,6.349957108859985,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
219,6.3492655647228275,6.3492655647228275,0.0,0.0,6.3492655647228275,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
220,6.350130544566209,6.350130544566209,0.0,0.0,6.350130544566209,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
221,6.349697716770173,6.349697716770173,0.0,0.0,6.349697716770173,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
222,6.3494980555364045,6.3494980555364045,0.0,0.0,6.3494980555364045,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
223,6.350939101586288,6.350939101586288,0.0,0.0,6.350939101586288,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
224,6.3503052682113195,6.3503052682113195,0.0,0.0,6.3503052682113195,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
225,6.3497138068100485,6.3497138068100485,0.0,0.0,6.3497138068100485,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
226,6.348753438971665,6.348753438971665,0.0,0.0,6.348753438971665,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
227,6.3505933904877985,6.3505933904877985,0.0,0.0,6.3505933904877985,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
228,6.350034528788771,6.350034528788771,0.0,0.0,6.350034528788771,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
229,6.350066689001169,6.350066689001169,0.0,0.0,6.350066689001169,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
230,6.350414881432533,6.350414881432533,0.0,0.0,6.350414881432533,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
231,6.349561536577781,6.349561536577781,0.0,0.0,6.349561536577781,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
232,6.348401514845991,6.348401514845991,0.0,0.0,6.348401514845991,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
233,6.35055177733977,6.35055177733977,0.0,0.0,6.35055177733977,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
234,6.350093860547767,6.350093860547767,0.0,0.0,6.350093860547767,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
235,6.351072177901084,6.351072177901084,0.0,0.0,6.351072177901084,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
236,6.349769654840781,6.349769654840781,0.0,0.0,6.349769654840781,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
237,6.348979617129287,6.348979617129287,0.0,0.0,6.348979617129287,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
238,6.3493996004430855,6.3493996004430855,0.0,0.0,6.3493996004430855,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
239,6.35052319858034,6.35052319858034,0.0,0.0,6.35052319858034,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
240,6.349801001449009,6.349801001449009,0.0,0.0,6.349801001449009,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
241,6.350681216007362,6.350681216007362,0.0,0.0,6.350681216007362,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
242,6.348844151074802,6.348844151074802,0.0,0.0,6.348844151074802,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
243,6.350347529856375,6.350347529856375,0.0,0.0,6.350347529856375,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
244,6.350824686455832,6.350824686455832,0.0,0.0,6.350824686455832,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
245,6.34981693424992,6.34981693424992,0.0,0.0,6.34981693424992,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
246,6.351142001600928,6.351142001600928,0.0,0.0,6.351142001600928,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
247,6.350328768244228,6.350328768244228,0.0,0.0,6.350328768244228,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
248,6.34981373108264,6.34981373108264,0.0,0.0,6.34981373108264,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
249,6.348756339438828,6.348756339438828,0.0,0.0,6.348756339438828,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
250,6.3507463573754706,6.3507463573754706,0.0,0.0,6.3507463573754706,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
251,6.349451934478498,6.349451934478498,0.0,0.0,6.349451934478498,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
252,6.349469899739256,6.349469899739256,0.0,0.0,6.349469899739256,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
253,6.348469927129519,6.348469927129519,0.0,0.0,6.348469927129519,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
254,6.350465043114191,6.350465043114191,0.0,0.0,6.350465043114191,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
255,6.350102772171642,6.350102772171642,0.0,0.0,6.350102772171642,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
256,6.349423017480949,6.349423017480949,0.0,0.0,6.349423017480949,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
257,6.349942559498158,6.349942559498158,0.0,0.0,6.349942559498158,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
258,6.3498225423253585,6.3498225423253585,0.0,0.0,6.3498225423253585,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
259,6.350737783181271,6.350737783181271,0.0,0.0,6.350737783181271,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
260,6.350250418176647,6.350250418176647,0.0,0.0,6.350250418176647,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
261,6.3498253429226335,6.3498253429226335,0.0,0.0,6.3498253429226335,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
262,6.349126597584107,6.349126597584107,0.0,0.0,6.349126597584107,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
263,6.348835051832755,6.348835051832755,0.0,0.0,6.348835051832755,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
264,6.349803906584331,6.349803906584331,0.0,0.0,6.349803906584331,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
265,6.349605185058549,6.349605185058549,0.0,0.0,6.349605185058549,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
266,6.349403417999822,6.349403417999822,0.0,0.0,6.349403417999822,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
267,6.3514352248941695,6.3514352248941695,0.0,0.0,6.3514352248941695,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
268,6.350854739327961,6.350854739327961,0.0,0.0,6.350854739327961,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
269,6.350235582834965,6.350235582834965,0.0,0.0,6.350235582834965,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
270,6.351001795473056,6.351001795473056,0.0,0.0,6.351001795473056,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
271,6.350445405347991,6.350445405347991,0.0,0.0,6.350445405347991,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
272,6.349307646180074,6.349307646180074,0.0,0.0,6.349307646180074,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
273,6.350132589438434,6.350132589438434,0.0,0.0,6.350132589438434,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
274,6.349475620735767,6.349475620735767,0.0,0.0,6.349475620735767,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
275,6.349193432617811,6.349193432617811,0.0,0.0,6.349193432617811,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
276,6.35050641821984,6.35050641821984,0.0,0.0,6.35050641821984,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
277,6.349747826054755,6.349747826054755,0.0,0.0,6.349747826054755,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
278,6.349179028157335,6.349179028157335,0.0,0.0,6.349179028157335,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
279,6.349802824764434,6.349802824764434,0.0,0.0,6.349802824764434,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
280,6.35054800488664,6.35054800488664,0.0,0.0,6.35054800488664,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
281,6.350377518260678,6.350377518260678,0.0,0.0,6.350377518260678,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
282,6.350653178770593,6.350653178770593,0.0,0.0,6.350653178770593,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
283,6.349286742217156,6.349286742217156,0.0,0.0,6.349286742217156,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
284,6.350313343286751,6.350313343286751,0.0,0.0,6.350313343286751,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
285,6.351845354130424,6.351845354130424,0.0,0.0,6.351845354130424,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
286,6.351350752312291,6.351350752312291,0.0,0.0,6.351350752312291,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
287,6.350049309179404,6.350049309179404,0.0,0.0,6.350049309179404,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
288,6.3505736996075,6.3505736996075,0.0,0.0,6.3505736996075,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
289,6.350156728256522,6.350156728256522,0.0,0.0,6.350156728256522,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
290,6.349743732064154,6.349743732064154,0.0,0.0,6.349743732064154,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
291,6.350820704616696,6.350820704616696,0.0,0.0,6.350820704616696,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
292,6.349029196650685,6.349029196650685,0.0,0.0,6.349029196650685,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
293,6.349844861985635,6.349844861985635,0.0,0.0,6.349844861985635,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
294,6.350891859195461,6.350891859195461,0.0,0.0,6.350891859195461,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
295,6.350120266077516,6.350120266077516,0.0,0.0,6.350120266077516,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
296,6.349645654373881,6.349645654373881,0.0,0.0,6.349645654373881,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
297,6.350012230049996,6.350012230049996,0.0,0.0,6.350012230049996,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
298,6.350009506507685,6.350009506507685,0.0,0.0,6.350009506507685,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
299,6.349934958736499,6.349934958736499,0.0,0.0,6.349934958736499,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
300,6.3508135498468,6.3508135498468,0.0,0.0,6.3508135498468,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
301,6.350926205691731,6.350926205691731,0.0,0.0,6.350926205691731,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
302,6.351167595965826,6.351167595965826,0.0,0.0,6.351167595965826,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
303,6.350845838749748,6.350845838749748,0.0,0.0,6.350845838749748,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
304,6.350262964347378,6.350262964347378,0.0,0.0,6.350262964347378,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
305,6.349950859622275,6.349950859622275,0.0,0.0,6.349950859622275,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
306,6.349298674458864,6.349298674458864,0.0,0.0,6.349298674458864,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
307,6.350676712761843,6.350676712761843,0.0,0.0,6.350676712761843,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
308,6.349426951789633,6.349426951789633,0.0,0.0,6.349426951789633,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
309,6.349322583122399,6.349322583122399,0.0,0.0,6.349322583122399,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
310,6.34968852104009,6.34968852104009,0.0,0.0,6.34968852104009,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
311,6.349951480850754,6.349951480850754,0.0,0.0,6.349951480850754,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
312,6.350000358176053,6.350000358176053,0.0,0.0,6.350000358176053,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
313,6.349510506717545,6.349510506717545,0.0,0.0,6.349510506717545,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
314,6.350831566775824,6.350831566775824,0.0,0.0,6.350831566775824,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
315,6.348409810245468,6.348409810245468,0.0,0.0,6.348409810245468,0.0,0.0,0.0,5.0,5.0,0.0,-10.0,0.0,-10.0,0.0,0.0
