sample_id,d_DIM_0001,pos_BASE_MOUNT_1_x,pos_BASE_MOUNT_1_y,pos_BASE_MOUNT_1_z,pos_BASE_MOUNT_2_x,pos_BASE_MOUNT_2_y,pos_BASE_MOUNT_2_z,pos_BASE_MOUNT_3_x,pos_BASE_MOUNT_3_y,pos_BASE_MOUNT_3_z,pos_BASE_MOUNT_4_x,pos_BASE_MOUNT_4_y,pos_BASE_MOUNT_4_z,d_DIM_0006,pos_STAGE_OPT_REF_x,pos_STAGE_OPT_REF_y,pos_STAGE_OPT_REF_z,pos_STAGE_ADJ_1_x,pos_STAGE_ADJ_1_y,pos_STAGE_ADJ_1_z,pos_STAGE_ADJ_2_x,pos_STAGE_ADJ_2_y,pos_STAGE_ADJ_2_z,pos_STAGE_ADJ_3_x,pos_STAGE_ADJ_3_y,pos_STAGE_ADJ_3_z,pos_STAGE_ADJ_4_x,pos_STAGE_ADJ_4_y,pos_STAGE_ADJ_4_z,d_DIM_0012,BASE_TO_OPTICAL_CENTER_distance,OPTICAL_ALIGNMENT_delta_x,OPTICAL_ALIGNMENT_delta_y,OPTICAL_ALIGNMENT_delta_z,OPTICAL_ALIGNMENT_delta_rx,OPTICAL_ALIGNMENT_delta_ry,OPTICAL_ALIGNMENT_delta_rz,STAGE_LENS_POSITION_delta_x,STAGE_LENS_POSITION_delta_y,STAGE_LENS_POSITION_delta_z,AXIS_CONCENTRICITY_concentricity_error,ADJ_SPACING_distance
20,50.000466543077586,0.002292259388278729,0.0015835848751694645,-0.00035858096308300804,0.000821417972898915,-0.0003100163327978018,0.0028664385079716823,0.0045800870225574325,0.00630123338679737,-0.0030237431104289583,0.0030114194383728623,0.0032524165425252085,0.0005000544823925971,15.003433324313828,-0.0006119893092881339,-0.0010389747841762604,-0.0016163023092254077,-0.0004341333027675618,-0.0009201614975709061,-0.0029721142382787367,0.005070788313726939,0.002884553849449905,-0.0030070546980778923,0.0030946021435617594,-0.0012261068383887942,-0.0006477794978662855,0.0011734917691450214,0.0008181580964073994,0.0011068460073796835,6.000112683228982,66.99703321876375,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,70.71067811865476
21,50.00099750559101,0.0007593575037633663,0.004838629383986585,-0.001457961803402937,-0.00040017626053688625,0.0013337843896342272,0.00038949644871991965,-0.0011252549010528053,0.004712053908628208,0.0011081549365097696,0.007241825480760125,-0.0024852818331080623,0.0035198940842485387,15.002203771033205,-0.0006983716544699553,-2.9988811748158276e-05,-0.00025921172458399715,0.009480861755575921,0.012558644390961856,-0.00166136399084175,0.0007348961090426961,-0.0024886673707978403,-0.0011023757774379507,0.0014634274356800233,0.006966888198481862,-0.0009266869140540672,-0.004924245295690303,-0.002600338803861681,0.0003847553844692821,6.0002118473578285,66.99879373455781,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,70.71067811865476
22,50.002618706164995,-0.0073433856266920845,-0.002795353572636157,-0.002757230247654658,-0.0007002749198918298,-0.0011564611099105246,0.000275971252075719,0.002587210581638981,-0.006546944672763751,0.0006396709669542224,0.005632028267991551,-0.001580685543903245,0.003400735061306296,15.001369673834043,-6.458256806381016e-05,4.212279844718311e-06,-0.00032593202244541247,-3.559791934877366e-05,-4.118277477957029e-05,0.0007782310028577868,0.0005776074402093298,0.0029009156977719006,-0.000356860237940841,-0.0002802637554982168,-0.00024385562879877373,-0.0006114611822070787,-0.002514400820367788,0.0022479481177534897,0.0036497855136631494,5.999806433273752,67.00124903233095,0.0,0.0,17.999999999999986,0.0,0.0,0.0,0.0,0.0,17.999999999999986,0.0,70.71067811865476
23,50.000715444842534,-0.0013175276226959356,-0.0018143279266514753,0.005119188587220241,9.964669266638793e-05,-0.006651293290888516,-0.0013367279737551336,0.002380943458072638,0.0003989473251704689,-0.0034133215331351033,0.0031262204971991207,-0.0009431675242890144,-0.0027054941052015963,14.998868244833478,0.0005836700068148409,-0.00040576355420696543,0.0010534444594581744,0.0008621762191536253,0.00031225706434764253,-0.0010249756692063531,-0.006090246054549838,-4.1700248730397604e-05,-0.0019476178286116283,0.004134965628398876,-0.005574059098545168,0.0005157700798553834,0.00037541301903798067,-0.0017336409800550946,0.0018264813928606709,6.000381717176668,67.00184720000907,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,70.71067811865476
24,50.00138907723598,0.00011449299401780013,-0.0006553726079123563,-0.0032165986079847188,-9.575528095520972e-05,-0.0018074698724065243,0.002157955382801276,-0.00020120592478469775,-0.008363809342518947,-0.005279169849108917,-0.0003451998709277255,-0.00013956213771962791,0.0037341854392655724,15.00555919605732,-0.0009010729419394922,0.00015462078070388742,0.00028542951280156577,-0.0017513001875761965,-0.0007690457850356338,0.0007187372593984487,0.007252707485803043,0.0012178906396257034,-0.0008908979473655897,0.0026745391223572676,-0.005711311715917829,-0.0013636797101133572,-0.003932639084186591,-0.006042380640971129,-0.0015062293025245488,6.00021068390251,66.99582988117866,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,70.71067811865476
25,49.99820484897609,0.009851331332393893,-0.00832350284659114,0.0025238276142341485,-0.0019740273240039675,-0.0018406918386988616,-0.0028859736664459614,-0.012007002947408973,-0.00290344548175273,-0.0005555352801249547,-0.005465074640002524,-0.0038509645769877233,-0.004337209130858785,15.000792370963211,-0.0011245045236891566,0.001058162056923199,0.0013911838712428759,0.0006776576403584802,0.0038179689210180966,-0.00034614151339089756,0.0022769744963294287,-0.003495111690654487,-0.002409641227542758,-0.005454052036953663,0.003318211351319017,0.0016705733665717006,-0.012566010557823559,-0.0035618615324666007,-0.0012070389341229963,6.0000591245175094,66.99741247801288,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,70.71067811865476
26,50.00235720435489,-0.0018702213830092418,0.005414753303848905,0.0003340213502618991,0.0024733777754057727,0.007387730054815388,-0.0017767895980754203,-0.0038796830951329494,0.005330844892886686,-6.999830323573408e-05,-0.0008309028050400027,-0.0020162654020681008,-0.0030700653628014728,15.004808105769634,-0.0008513591698327725,-0.0010818461160142718,0.0005517318776876672,0.004818463730195531,-0.000920437336407977,0.0031355777509383303,-0.007487313216714653,-0.001022260640231767,0.002599997295890503,-0.005558932187466988,-0.0012760325325250489,-0.002424855944904945,-0.0005578113396700776,-0.00026018569347412265,-0.0017531834569781888,5.999678359304043,66.99754909858527,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,70.71067811865476
27,50.00232631398671,0.006687045756356549,-0.00010705393489294268,0.002581255993030749,1.6030518664051545e-05,-0.0002184877044985852,-0.0003736519529741059,-0.00011131689348873458,-4.156705881842348e-05,-0.00044678228846474006,-0.001247857575512519,-0.004960413344085073,-0.0024992310565310973,15.00120695728364,0.0032944704540616696,-0.00043217028172183846,8.926012729898577e-05,-0.0041653420796654616,-0.0050460627961876284,0.0006105185637647608,0.00021368649561121267,0.0007622912898160746,0.0017115789375110825,0.0022681890256236264,0.003994731506583241,-0.001905755403606814,-0.00014499485698312565,0.001487526989381211,0.0012284095350454298,5.999947940181634,67.00111935670307,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,70.71067811865476
28,50.002431245619725,0.009081247416916464,-0.0006538711520823831,0.00039523858943941656,0.0005847002067094249,-0.0039901776346158765,-0.0014655003333878796,0.0028757489374598255,-0.001118325611131259,0.0002556134419459052,-0.0017655722172164972,0.006731834272860611,0.001582155823114639,15.000139496785838,-0.0013011625170607037,-9.421888140301485e-05,-0.0005431579255341613,0.002328792764120177,0.0012349127573398676,-8.157910153261401e-05,0.00023094415824103707,-0.00361924847606644,-0.001027138817081765,0.007812535224912327,-0.003887905422504277,0.0011413367448902764,0.003220718424536355,-0.0006756318986306357,-0.0023625841874927098,6.000098427809214,67.0022917488339,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,70.71067811865476
29,50.00139006639003,0.00895130585001755,0.008191391274649809,0.0015271104395947353,-0.00572937258652782,-0.009689120643957412,0.0007277277441990643,0.006874025672320029,0.000598534160725727,-0.0011018203198222484,-0.00013125290983484207,0.0013061895672868255,0.0036397332541425803,15.001893417929862,-0.0007194206630826453,-0.0003871851179441973,-0.0011355156961551634,-0.0034485662051349326,0.011500127657245592,0.002314783468247263,-0.0048005673919542585,-0.002016525053752917,0.0012246935442837468,-0.0023714477013631187,-0.002360334565219011,-0.001787718278256369,0.0009122487738600168,0.00397200905190132,0.001062703868144966,5.999324620811008,66.99949664846017,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,70.71067811865476
30,50.00159431196428,-0.0016434622600668557,-0.002005101639652947,-0.0010418117791362543,0.0004179851974674931,0.00026039956749594376,0.003918500666683278,-0.0004604310515745996,0.00030846041883276256,-0.00032124851663841244,-0.004485994633433055,-0.00778522419987987,0.0007432646454760828,14.99797335898017,0.000988183320695646,-0.0007906675323233765,0.00012200782509751922,0.001290623405390723,0.0054473498572002715,0.0029547873643263815,-0.0028003814533150927,0.00042154372521045503,-0.0024386897622342115,-0.0002829629117279936,0.0018758013566291711,-0.00048555971503932754,0.005764227500703116,-1.530898578649296e-05,-0.0037711847427874525,6.000750890146888,67.00362095298411,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,70.71067811865476
31,49.99802023501323,0.013286789491200641,-0.016280597398223816,-0.0013076772133663432,0.0017866160337608663,0.0008574805895527927,-0.003164248730659644,0.004326155177557312,0.0013960997326409059,0.0013066251287534802,-0.003728118412519598,0.008955674945176007,-0.0023261951833821307,14.998156263377588,4.799201454688685e-06,0.0004052944844525678,0.0008109481841240492,-0.01053640463998379,-0.0062324521979280545,-0.0005207248120355262,0.006845173617210594,-0.001550149311746852,-0.0005188987473481047,-0.0003254506461439027,-0.00279847478730292,-0.0015602317898407156,0.0004977844435379098,-0.0006729070544777616,0.002598470459086781,6.000179644040807,66.99986397163565,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,70.71067811865476
